ID,Tipo,Mag,Prob,RA,DEC
47987,Quasar,19.45,37,05:30:29,-45:16:37
47988,Quasar,17.66,94,03:11:32,+29:13:36
47989,Quasar,18.17,53,09:35:07,-84:06:32
47990,GRB,16.18,58,21:22:19,-47:35:49
47991,Ruido,20.45,10,08:42:40,-38:52:51
47992,Quasar,17.34,8,10:21:42,+83:44:18
47993,GRB,19.73,41,15:52:49,-53:45:12
47994,Variable_Star,21.95,80,08:43:38,-08:05:21
47995,GRB,15.82,23,23:12:46,-78:39:07
47996,Ruido,18.15,88,01:42:38,-03:20:31
47997,Supernova,17.45,27,12:04:15,-33:25:59
47998,Quasar,20.86,8,07:00:27,+10:59:40
47999,Supernova,12.68,33,11:50:56,-31:55:39
48000,Quasar,16.06,99,11:42:31,+48:13:36
48001,GRB,17.50,3,00:30:55,-72:50:55
48002,Variable_Star,15.94,93,05:43:59,+13:10:50
48003,Variable_Star,17.10,76,04:29:09,-62:58:52
48004,Ruido,19.48,11,07:46:39,-32:48:10
48005,Supernova,21.11,1,04:28:24,-72:43:07
48006,GRB,14.99,30,22:49:48,+35:59:17
48007,Quasar,13.50,28,17:50:01,+64:08:48
48008,Variable_Star,16.61,62,16:42:31,+37:52:00
48009,GRB,21.87,73,05:05:01,+08:01:50
48010,Supernova,19.27,84,15:35:59,+79:20:49
48011,Quasar,13.95,97,18:43:25,-20:24:07
48012,Quasar,13.23,1,22:14:59,+27:28:05
48013,Ruido,12.22,11,12:22:50,-25:02:25
48014,Supernova,21.79,77,04:56:57,-65:43:40
48015,Variable_Star,13.19,9,16:02:13,+37:57:27
48016,Ruido,18.18,94,18:17:57,+72:49:20
48017,Ruido,13.90,38,04:32:21,+79:43:18
48018,Quasar,20.66,2,14:25:08,+32:07:11
48019,Quasar,20.31,15,08:32:46,-38:19:03
48020,Supernova,14.29,89,13:58:04,+82:08:37
48021,Supernova,12.91,35,14:59:12,+26:35:38
48022,Ruido,14.66,77,23:09:36,-67:31:08
48023,Quasar,20.10,46,23:03:41,+63:38:39
48024,Quasar,18.00,81,13:54:53,+73:32:53
48025,GRB,13.83,48,18:58:44,+06:57:54
48026,GRB,12.84,43,06:58:14,+41:56:17
48027,Variable_Star,19.97,94,01:43:32,+69:17:27
48028,Ruido,13.96,100,16:18:10,-61:04:08
48029,Quasar,18.14,10,19:44:11,-44:01:10
48030,Variable_Star,19.47,11,19:09:54,+42:14:38
48031,Supernova,13.31,94,17:55:07,+39:36:26
48032,Quasar,19.66,52,01:40:08,-64:30:53
48033,Supernova,19.58,91,12:15:39,+21:03:49
48034,Variable_Star,19.96,6,04:04:11,-71:48:06
48035,Supernova,17.25,71,16:25:28,-54:27:09
48036,Supernova,18.10,66,05:56:24,-67:27:40
48037,Ruido,12.74,73,14:36:31,+28:46:35
48038,Quasar,20.90,40,23:07:55,+30:48:20
48039,GRB,12.06,81,07:20:24,+81:34:21
48040,Supernova,19.04,82,00:29:53,+48:05:29
48041,Supernova,19.49,28,21:36:10,-39:33:17
48042,Supernova,14.29,9,13:22:06,-25:40:26
48043,Ruido,18.24,2,03:59:43,+81:01:12
48044,Quasar,19.94,30,08:05:03,+21:58:39
48045,Ruido,14.63,21,01:28:26,-59:01:48
48046,Supernova,15.94,49,17:10:06,+45:18:05
48047,Variable_Star,14.65,12,16:06:55,+88:26:00
48048,GRB,12.65,99,16:51:14,+73:55:43
48049,Supernova,13.07,76,03:23:08,+26:06:19
48050,Ruido,20.64,63,20:20:53,+87:01:00
48051,Quasar,12.24,45,21:04:30,+71:45:21
48052,GRB,18.70,30,20:01:24,+20:10:47
48053,Ruido,20.25,91,01:34:45,+38:26:06
48054,Ruido,16.24,13,14:19:09,-80:14:13
48055,Variable_Star,13.41,100,22:16:39,-48:08:40
48056,Ruido,19.61,86,10:31:41,-31:36:15
48057,GRB,15.20,71,04:55:07,-28:32:27
48058,Variable_Star,17.94,71,17:10:50,+42:06:07
48059,Supernova,15.45,27,01:59:01,+78:25:33
48060,Ruido,19.50,16,21:50:28,+16:03:24
48061,Ruido,16.02,95,04:54:32,+69:38:42
48062,Ruido,15.82,82,20:46:09,-67:51:08
48063,GRB,19.96,57,17:25:18,+68:18:09
48064,Supernova,21.00,22,18:37:37,+39:48:31
48065,Supernova,18.93,18,23:25:33,+50:16:20
48066,Quasar,16.11,20,02:34:59,+27:17:24
48067,Quasar,13.72,72,03:32:37,-27:18:14
48068,Quasar,12.30,4,12:17:44,+33:15:09
48069,Supernova,12.36,45,14:58:51,+51:04:25
48070,Ruido,19.23,72,04:41:53,+73:49:25
48071,Variable_Star,13.77,75,18:09:46,+57:39:03
48072,Variable_Star,15.43,31,17:35:21,-59:10:19
48073,GRB,21.63,40,11:44:07,-56:56:48
48074,GRB,20.43,64,12:22:48,-44:08:58
48075,GRB,21.59,63,02:31:58,-17:14:33
48076,Ruido,16.23,74,02:27:42,-02:55:26
48077,Ruido,13.13,38,10:11:13,-78:42:35
48078,Quasar,21.73,73,20:00:41,-04:05:12
48079,Variable_Star,17.11,46,00:16:52,+45:22:20
48080,Variable_Star,20.61,26,21:28:22,-41:54:34
48081,Variable_Star,21.78,29,02:51:15,+56:43:15
48082,Variable_Star,14.02,36,17:39:52,-58:40:09
48083,GRB,16.19,52,09:52:22,+29:45:51
48084,GRB,12.40,77,14:31:44,+72:37:36
48085,GRB,16.34,33,10:56:31,+53:39:11
48086,Ruido,20.39,86,19:54:16,-29:18:08
48087,Ruido,21.66,91,13:00:56,-30:37:28
48088,GRB,17.28,10,16:41:32,-88:07:28
48089,Variable_Star,21.15,13,17:35:58,+14:24:52
48090,Quasar,19.48,17,23:27:08,+72:02:09
48091,Quasar,15.79,78,08:27:18,-12:08:59
48092,Quasar,13.63,11,10:42:01,+15:26:37
48093,Variable_Star,12.17,2,10:52:46,+20:51:14
48094,Ruido,19.71,28,21:37:39,+33:57:07
48095,Quasar,15.98,27,23:22:25,-73:48:08
48096,GRB,16.00,57,17:57:35,+49:23:27
48097,Variable_Star,12.06,32,18:45:05,-78:40:43
48098,Ruido,15.52,69,20:20:04,-70:19:27
48099,Variable_Star,16.24,27,16:33:40,-44:18:37
48100,Quasar,12.77,2,07:37:01,+24:24:47
48101,Ruido,16.79,46,10:12:48,-65:03:08
48102,Supernova,13.63,47,16:42:53,+79:23:27
48103,Ruido,18.48,76,05:29:49,-44:48:27
48104,Supernova,16.40,87,01:10:20,+05:37:33
48105,Supernova,19.67,60,11:59:45,+83:39:28
48106,Quasar,18.07,87,07:13:30,-78:27:00
48107,Quasar,19.17,82,08:00:15,-49:04:25
48108,Variable_Star,18.10,5,03:57:49,+42:26:48
48109,Variable_Star,16.05,47,23:16:04,+60:34:18
48110,Supernova,18.53,76,08:33:28,-59:54:28
48111,Variable_Star,13.47,56,20:43:10,+73:51:07
48112,Ruido,17.89,56,12:05:57,-88:03:13
48113,GRB,21.01,82,09:15:28,-63:36:01
48114,Ruido,19.84,94,02:12:05,+29:03:48
48115,Quasar,21.68,67,22:41:15,+01:13:20
48116,Variable_Star,14.45,41,16:20:18,+03:43:33
48117,Quasar,20.85,17,00:30:57,+80:36:09
48118,GRB,14.76,22,20:06:11,+01:03:53
48119,Ruido,17.58,12,02:01:22,+03:43:42
48120,Quasar,14.48,44,09:13:19,+10:14:50
48121,Variable_Star,13.85,45,16:12:43,+71:03:49
48122,GRB,17.66,89,23:19:26,-72:26:28
48123,Variable_Star,21.59,20,04:47:26,+20:10:40
48124,Quasar,19.26,92,18:14:06,-50:54:19
48125,Quasar,20.10,38,18:54:56,+29:53:16
48126,GRB,21.90,72,13:27:40,+48:38:27
48127,Supernova,14.55,63,21:11:21,+57:58:35
48128,Quasar,13.93,50,05:08:18,+21:55:12
48129,Variable_Star,17.82,10,20:41:05,+09:15:33
48130,Supernova,12.22,19,16:14:26,-33:08:38
48131,Ruido,21.56,61,06:52:48,+48:07:56
48132,GRB,19.42,87,07:18:26,-19:08:07
48133,Variable_Star,19.02,38,00:55:24,-50:37:38
48134,Ruido,21.42,79,07:37:44,+76:53:37
48135,Ruido,18.55,75,16:44:29,+06:01:47
48136,Quasar,16.28,94,02:54:38,+00:57:34
48137,Quasar,13.78,19,13:51:08,-29:09:45
48138,GRB,12.87,64,16:48:17,-10:29:01
48139,Quasar,12.23,6,17:00:29,+29:07:24
48140,Supernova,18.31,35,21:32:32,-77:05:23
48141,Supernova,16.43,55,23:31:38,+18:14:26
48142,Quasar,18.85,94,22:37:57,+88:20:58
48143,Variable_Star,12.14,9,21:19:43,-47:11:16
48144,Ruido,14.72,37,03:28:48,+37:26:20
48145,Supernova,12.49,57,19:56:15,+41:52:52
48146,Ruido,20.67,22,15:20:14,+45:14:33
48147,Variable_Star,16.80,76,17:15:01,-70:24:30
48148,Quasar,13.25,96,06:28:00,+60:15:57
48149,GRB,21.93,83,23:40:41,-55:20:02
48150,Variable_Star,12.90,28,00:34:45,+47:18:01
48151,Ruido,16.28,43,07:21:33,-43:36:01
48152,Supernova,16.46,29,05:32:17,-80:30:58
48153,Ruido,19.10,31,19:09:23,-76:09:57
48154,Quasar,21.14,28,20:42:42,-37:00:03
48155,Quasar,14.78,67,21:32:06,-58:46:39
48156,Variable_Star,20.32,16,10:35:52,+43:22:01
48157,GRB,16.63,18,02:18:05,-21:10:47
48158,GRB,16.63,82,03:19:05,+57:12:38
48159,Quasar,15.84,42,14:51:14,+45:17:49
48160,Ruido,12.31,21,15:10:40,+60:16:59
48161,Quasar,18.62,15,17:45:36,+07:54:55
48162,Ruido,19.28,13,06:39:31,+33:15:22
48163,Quasar,12.08,66,18:38:41,+86:17:51
48164,Ruido,13.29,13,15:03:48,+52:46:33
48165,Variable_Star,15.22,46,08:57:11,-05:13:51
48166,Quasar,21.05,10,08:50:06,-85:36:45
48167,Ruido,17.83,4,13:14:10,+39:52:14
48168,Variable_Star,18.72,1,01:04:20,+06:24:17
48169,Ruido,20.90,51,13:53:24,+34:15:15
48170,Quasar,14.81,86,13:00:26,+19:34:40
48171,Ruido,14.99,56,00:49:13,-84:53:18
48172,Supernova,16.28,73,16:09:36,-59:44:29
48173,Variable_Star,16.27,76,20:13:02,+36:47:02
48174,GRB,16.04,62,19:11:54,-22:12:43
48175,Ruido,14.51,62,22:37:03,+26:17:12
48176,Supernova,16.72,95,18:03:22,+02:54:36
48177,Variable_Star,18.12,40,13:45:48,-55:34:59
48178,GRB,21.55,20,20:34:27,-06:29:05
48179,Variable_Star,13.38,38,17:23:51,+30:09:55
48180,GRB,18.73,83,15:13:26,-82:48:11
48181,Quasar,12.02,77,20:06:43,-81:57:17
48182,Variable_Star,16.27,79,14:56:55,+86:40:19
48183,Quasar,15.47,48,18:23:09,+14:02:22
48184,GRB,12.84,17,05:56:10,+86:46:17
48185,Ruido,20.30,25,23:20:40,+50:56:37
48186,Ruido,21.17,30,00:45:38,-01:30:02
48187,Ruido,12.82,7,00:06:09,-56:18:05
48188,Supernova,14.98,87,15:00:41,+74:59:02
48189,Variable_Star,19.78,98,05:28:53,+01:29:38
48190,GRB,21.91,14,04:38:13,-43:39:19
48191,Variable_Star,20.51,65,12:13:56,-21:53:56
48192,GRB,19.95,95,02:22:43,-72:35:12
48193,Quasar,13.04,70,15:15:41,+51:27:19
48194,GRB,19.18,99,08:08:49,+88:39:03
48195,Quasar,12.40,94,21:07:43,+60:14:06
48196,Variable_Star,15.49,71,18:20:48,-08:59:04
48197,GRB,19.70,53,11:47:14,-09:07:23
48198,Supernova,13.25,4,08:03:04,-40:57:12
48199,GRB,19.88,45,03:20:48,+61:06:08
48200,Ruido,17.71,13,17:43:53,-45:11:41
48201,Variable_Star,18.46,82,21:56:56,+76:16:00
48202,GRB,17.60,96,05:34:44,+29:42:05
48203,Variable_Star,17.44,20,14:11:46,+43:55:29
48204,Ruido,13.76,69,07:40:19,-65:33:15
48205,GRB,16.79,54,01:29:06,-84:41:40
48206,Ruido,15.59,38,20:49:55,-77:26:07
48207,Quasar,13.78,4,08:49:13,-86:08:53
48208,Supernova,14.84,45,14:21:55,-61:26:24
48209,Supernova,16.83,11,22:15:28,-31:08:17
48210,Supernova,14.12,73,09:03:54,-12:24:43
48211,Ruido,16.32,87,13:47:09,-89:24:31
48212,Quasar,17.75,97,08:50:26,-07:47:42
48213,Quasar,13.22,85,05:22:03,+82:46:07
48214,Quasar,14.01,52,14:51:57,-07:24:44
48215,Ruido,16.25,15,03:21:43,-72:43:34
48216,Variable_Star,13.88,36,06:07:29,-72:21:52
48217,GRB,15.10,64,06:10:50,+54:46:41
48218,Ruido,14.35,11,12:51:32,+28:59:54
48219,Supernova,12.93,63,23:38:48,-32:53:56
48220,Quasar,21.95,28,16:09:35,-33:25:46
48221,GRB,14.30,55,20:59:46,+83:29:38
48222,Variable_Star,13.46,63,09:31:43,-85:29:21
48223,Quasar,20.18,25,18:37:14,-79:18:24
48224,Ruido,18.27,83,10:46:03,+86:38:02
48225,Ruido,17.99,54,09:06:41,-87:30:13
48226,Ruido,17.39,71,02:22:31,-26:09:09
48227,Ruido,14.23,47,00:53:05,+60:19:52
48228,Quasar,15.03,51,22:03:06,-03:27:12
48229,GRB,16.80,73,09:13:15,-73:19:38
48230,Ruido,18.83,80,18:17:01,-45:17:54
48231,Supernova,13.36,23,05:02:32,+42:58:35
48232,Quasar,16.68,5,01:38:32,+51:01:45
48233,GRB,13.22,8,16:44:46,-02:31:03
48234,Variable_Star,19.84,35,10:07:29,+29:21:31
48235,GRB,12.97,51,19:56:58,+62:00:36
48236,Supernova,20.01,64,03:51:45,-50:32:30
48237,Quasar,12.37,4,01:33:49,-17:59:57
48238,Quasar,18.47,31,10:50:24,+77:38:21
48239,Quasar,16.86,37,12:52:10,-62:00:01
48240,Quasar,14.41,57,10:14:36,-07:17:09
48241,Supernova,18.93,14,05:35:47,+10:00:38
48242,Quasar,21.40,27,07:50:45,+36:21:37
48243,Quasar,17.20,64,21:26:52,-07:51:07
48244,GRB,15.29,40,05:37:05,-24:51:41
48245,GRB,16.22,70,19:23:38,-78:43:28
48246,Quasar,16.26,85,10:18:21,-73:12:48
48247,Quasar,18.66,67,02:43:59,-01:57:36
48248,Variable_Star,15.30,48,06:29:53,+87:17:17
48249,Ruido,15.61,1,02:11:26,+81:38:44
48250,Supernova,19.36,95,02:42:36,+52:48:20
48251,Ruido,15.05,30,09:54:38,+67:11:07
48252,Ruido,13.73,42,01:47:46,-75:54:57
48253,Variable_Star,20.56,61,06:10:20,-52:17:03
48254,Quasar,12.86,87,04:52:10,-06:16:04
48255,GRB,13.47,26,05:55:26,+27:59:13
48256,Variable_Star,12.76,13,09:36:59,-90:52:09
48257,Supernova,12.87,46,09:54:32,-42:04:25
48258,Variable_Star,17.53,69,12:39:50,+48:53:45
48259,Supernova,17.43,75,10:58:49,+12:22:25
48260,Variable_Star,15.75,30,17:43:23,-57:07:18
48261,Ruido,16.00,38,03:50:56,+61:20:35
48262,Ruido,13.19,49,10:19:01,-56:45:00
48263,GRB,15.26,37,10:53:44,+45:36:28
48264,GRB,19.92,60,10:31:00,+58:40:50
48265,Ruido,17.18,18,08:11:18,+61:38:37
48266,Quasar,20.25,39,20:50:42,-47:17:35
48267,Quasar,12.44,20,10:11:59,-80:37:31
48268,GRB,16.53,20,21:12:43,-75:34:54
48269,Supernova,16.08,55,00:16:22,-16:08:13
48270,GRB,15.88,51,17:22:33,+78:49:44
48271,Quasar,20.92,37,10:57:49,+28:51:01
48272,Supernova,21.39,60,06:20:00,+60:21:17
48273,Supernova,19.71,43,10:53:49,+78:37:11
48274,Variable_Star,17.59,2,05:29:55,+17:56:52
48275,Variable_Star,18.06,72,10:58:39,-81:16:59
48276,GRB,13.11,35,08:19:07,+49:45:01
48277,Variable_Star,18.91,65,18:10:12,+56:24:41
48278,Ruido,12.14,65,14:26:15,-32:53:14
48279,Quasar,21.40,51,23:00:37,-31:20:56
48280,Variable_Star,13.23,70,11:43:23,-69:30:34
48281,Supernova,15.18,99,00:02:59,+31:39:25
48282,Quasar,21.73,32,04:57:15,+31:55:15
48283,Supernova,14.61,61,05:42:43,+78:11:26
48284,Supernova,15.10,95,21:38:16,+67:40:19
48285,Quasar,15.44,97,07:16:56,+21:26:53
48286,Quasar,13.20,83,03:25:05,+43:39:48
48287,Variable_Star,17.91,100,21:54:18,+65:48:56
48288,GRB,18.74,61,10:32:57,-15:50:13
48289,Supernova,16.67,67,06:20:47,-75:28:12
48290,GRB,14.23,87,23:41:27,+85:36:21
48291,Supernova,16.76,16,05:36:50,+58:03:23
48292,Ruido,16.81,23,00:50:41,+31:05:02
48293,Variable_Star,13.83,52,16:21:44,+05:20:26
48294,Quasar,15.15,5,08:35:31,+03:48:08
48295,Supernova,18.31,20,17:24:40,+86:24:31
48296,Ruido,12.81,62,17:32:48,-47:12:09
48297,Quasar,19.44,50,10:43:49,-03:04:24
48298,GRB,18.03,21,03:57:50,-28:42:15
48299,GRB,18.89,66,13:21:44,-60:05:17
48300,Quasar,15.30,50,03:19:14,+23:45:58
48301,Variable_Star,14.36,5,20:14:39,-78:23:37
48302,Quasar,19.45,33,03:46:01,+58:19:23
48303,Variable_Star,16.93,47,20:27:48,-28:35:07
48304,Variable_Star,14.25,88,13:40:06,+20:31:21
48305,Supernova,18.01,76,21:30:30,-50:40:16
48306,Supernova,17.09,60,15:04:05,-71:55:33
48307,Quasar,14.80,15,00:52:22,+74:25:02
48308,GRB,12.47,58,09:19:10,-65:12:41
48309,Ruido,16.40,38,22:41:53,+04:19:58
48310,Ruido,16.33,90,04:20:10,-31:22:02
48311,Ruido,14.93,48,18:19:31,-31:42:50
48312,Variable_Star,20.49,5,05:29:29,+16:25:11
48313,Variable_Star,21.42,51,10:33:56,-28:44:17
48314,Variable_Star,12.69,67,13:46:57,-81:31:16
48315,Variable_Star,20.59,99,10:22:50,-03:35:19
48316,Quasar,13.79,75,04:39:41,+33:06:15
48317,Ruido,16.62,100,22:59:03,+15:33:49
48318,Variable_Star,18.18,36,19:11:13,+57:37:35
48319,Ruido,13.10,17,23:05:21,+42:16:01
48320,Variable_Star,21.51,13,16:34:35,+29:29:34
48321,Ruido,12.86,14,13:38:45,+74:28:57
48322,GRB,14.91,59,17:56:41,+72:56:47
48323,Supernova,18.67,5,06:05:00,-18:45:35
48324,Quasar,16.29,8,13:09:10,+40:42:48
48325,Variable_Star,18.28,28,10:45:34,-83:29:31
48326,Ruido,15.88,45,12:38:07,+16:55:12
48327,Variable_Star,15.22,98,04:19:24,-41:53:33
48328,Variable_Star,18.26,26,06:06:53,+07:34:39
48329,GRB,18.11,14,15:20:31,-76:52:10
48330,GRB,16.69,9,09:04:24,-22:15:43
48331,Ruido,17.35,63,08:59:15,+18:14:22
48332,Variable_Star,19.83,95,03:53:33,-37:31:54
48333,Quasar,18.02,79,00:48:15,-73:12:19
48334,Variable_Star,17.90,58,05:22:06,+67:42:06
48335,GRB,15.16,34,12:48:07,-10:58:01
48336,GRB,14.72,54,21:06:08,+34:06:56
48337,Quasar,13.99,15,06:42:44,+62:56:07
48338,Quasar,20.20,83,01:57:08,-17:27:57
48339,Variable_Star,21.02,94,13:54:12,-72:48:18
48340,Supernova,17.00,41,04:26:36,-27:42:19
48341,GRB,17.53,26,05:30:05,-83:34:02
48342,GRB,21.88,49,03:31:23,-77:05:17
48343,Supernova,13.88,10,14:26:36,+89:38:03
48344,Ruido,21.85,76,22:04:18,-56:17:49
48345,Supernova,15.33,40,07:31:23,+55:39:55
48346,GRB,19.39,0,11:01:11,+18:36:37
48347,Supernova,18.10,26,06:13:14,-87:08:19
48348,Supernova,15.40,62,03:37:57,+11:56:28
48349,Quasar,19.42,13,21:56:52,+68:26:53
48350,GRB,12.41,51,16:15:06,+83:30:20
48351,Supernova,17.34,48,13:51:49,-61:01:26
48352,GRB,17.86,37,14:32:07,+41:25:03
48353,Ruido,14.98,50,11:22:32,-90:04:47
48354,GRB,12.32,30,10:14:50,+78:47:42
48355,Ruido,21.54,73,04:04:18,+13:40:51
48356,Ruido,16.01,27,18:00:34,-46:30:56
48357,Ruido,17.10,0,13:37:02,+67:05:17
48358,Ruido,12.23,7,10:46:01,-65:58:06
48359,Variable_Star,17.57,78,07:15:10,+15:00:10
48360,GRB,14.48,69,02:01:11,-70:36:49
48361,GRB,16.82,91,10:11:56,+02:36:42
48362,Variable_Star,19.60,70,15:12:15,-15:31:30
48363,Variable_Star,13.14,50,18:16:45,-08:22:47
48364,Ruido,16.87,39,11:38:52,-21:04:04
48365,Supernova,17.93,69,00:07:26,+41:46:39
48366,Quasar,13.94,18,11:47:18,+89:33:34
48367,Ruido,12.15,96,12:40:26,+76:08:04
48368,Ruido,17.32,16,20:51:45,+09:53:53
48369,Quasar,18.23,66,15:36:51,+62:05:38
48370,GRB,12.93,20,17:50:12,+31:22:52
48371,GRB,14.96,2,04:05:33,-27:57:24
48372,GRB,17.08,30,23:30:55,+26:09:31
48373,Variable_Star,12.10,63,03:09:43,-29:52:33
48374,Variable_Star,17.56,94,10:40:14,-07:51:19
48375,GRB,14.12,28,10:18:47,+42:18:17
48376,Ruido,21.48,46,04:27:28,+58:35:37
48377,Variable_Star,21.35,51,02:29:04,-81:55:44
48378,Supernova,15.92,60,14:24:48,+71:50:07
48379,Ruido,17.83,42,23:14:22,-09:25:49
48380,Quasar,14.55,41,13:48:21,-79:54:50
48381,GRB,21.69,77,20:15:09,-07:52:34
48382,Supernova,19.73,42,09:27:00,+58:27:14
48383,GRB,21.04,68,00:49:56,-13:22:44
48384,Ruido,16.39,66,14:34:37,-20:26:52
48385,Variable_Star,21.02,76,03:10:31,+10:34:59
48386,Variable_Star,16.00,44,19:35:20,-02:36:10
48387,Variable_Star,12.40,55,04:49:59,+58:26:33
48388,Variable_Star,20.36,100,07:23:54,-76:31:04
48389,Ruido,12.79,66,14:38:03,-83:27:38
48390,Supernova,21.50,26,13:22:17,-69:32:07
48391,GRB,15.73,56,16:49:23,+30:08:47
48392,Variable_Star,14.25,31,15:49:23,-36:25:02
48393,Supernova,16.73,49,00:51:26,-43:26:49
48394,Variable_Star,17.53,37,16:39:44,-46:20:33
48395,Ruido,12.06,71,10:34:56,+44:13:45
48396,GRB,17.27,19,04:53:40,+30:53:32
48397,GRB,13.56,97,22:43:31,-36:24:11
48398,GRB,18.48,52,14:17:31,-32:43:06
48399,Supernova,16.81,33,00:37:51,-51:47:44
48400,Quasar,16.68,63,10:34:47,-19:30:30
48401,Quasar,20.17,91,02:52:33,+23:28:50
48402,GRB,20.05,58,06:03:03,+16:05:40
48403,Variable_Star,15.06,48,04:11:57,+56:37:31
48404,Ruido,12.16,4,02:56:51,-88:02:43
48405,Variable_Star,18.70,21,10:49:00,+89:05:04
48406,GRB,18.82,16,17:07:28,-50:18:39
48407,GRB,13.29,28,16:43:18,+44:50:14
48408,Ruido,20.55,27,07:25:56,+07:50:46
48409,Variable_Star,20.45,87,15:54:32,+52:38:40
48410,Supernova,20.75,99,22:03:07,-53:45:50
48411,Variable_Star,17.04,69,17:06:32,-87:26:58
48412,Quasar,21.84,82,17:32:39,+19:10:33
48413,GRB,21.66,21,19:13:05,+57:09:08
48414,Quasar,15.64,90,18:52:23,-05:37:30
48415,GRB,18.41,96,23:36:56,+53:20:28
48416,Variable_Star,21.56,65,00:06:36,-49:56:50
48417,Supernova,19.62,100,10:42:21,-28:29:14
48418,Ruido,21.64,86,06:58:29,-53:58:06
48419,GRB,19.69,45,14:13:24,-43:14:31
48420,Quasar,16.80,46,17:47:13,+39:15:55
48421,GRB,18.04,41,07:21:22,-61:36:21
48422,Ruido,20.16,33,18:57:05,-51:34:19
48423,Ruido,20.44,57,03:43:03,+19:26:51
48424,Quasar,13.61,10,18:14:42,-60:32:03
48425,Variable_Star,19.15,67,21:22:29,-49:08:26
48426,Supernova,15.56,2,15:58:52,-49:07:35
48427,Supernova,19.34,3,03:33:11,-48:19:26
48428,Quasar,16.89,99,00:01:41,+32:56:04
48429,GRB,13.68,21,14:29:34,+24:09:33
48430,Variable_Star,15.81,68,02:39:24,-66:47:58
48431,Supernova,12.33,30,18:58:47,+45:59:49
48432,Variable_Star,18.69,76,12:50:55,+44:26:25
48433,Supernova,12.86,58,20:35:57,+08:41:37
48434,Quasar,20.29,41,22:09:26,-49:56:25
48435,GRB,18.89,42,20:08:05,+16:40:55
48436,Variable_Star,16.19,37,22:44:27,+02:36:02
48437,Variable_Star,13.47,74,02:06:34,+01:02:43
48438,Quasar,14.70,67,09:17:21,+53:07:29
48439,Quasar,19.17,17,19:14:35,-60:10:19
48440,Ruido,18.89,93,16:09:04,-16:15:10
48441,Quasar,19.63,22,17:43:29,-22:06:46
48442,Ruido,20.99,90,05:46:36,-16:35:50
48443,GRB,19.58,2,08:23:42,-43:03:52
48444,Supernova,16.70,12,12:27:53,+43:10:36
48445,Supernova,17.53,71,00:17:36,+72:31:23
48446,Variable_Star,21.42,98,08:56:44,-21:16:07
48447,GRB,17.47,17,23:53:38,-73:24:05
48448,Quasar,13.48,27,14:22:49,-35:22:06
48449,Quasar,14.77,64,07:47:35,-38:09:31
48450,GRB,17.47,82,03:38:21,-33:36:15
48451,Quasar,19.14,66,01:42:48,-31:18:10
48452,GRB,18.15,56,06:32:50,+73:50:37
48453,Variable_Star,13.36,79,00:09:20,+60:18:58
48454,GRB,18.21,60,10:35:18,-71:38:00
48455,Quasar,21.77,32,02:07:56,+28:23:28
48456,Variable_Star,15.01,31,03:47:27,+74:48:36
48457,Supernova,18.50,92,05:50:32,+58:18:07
48458,GRB,16.10,77,03:19:44,-06:25:52
48459,Variable_Star,12.87,26,21:34:34,-56:42:21
48460,Ruido,18.22,17,06:52:49,-60:06:40
48461,Ruido,21.31,98,19:04:22,+16:13:42
48462,Supernova,18.91,13,04:05:13,-06:58:48
48463,GRB,13.65,52,09:48:08,+12:03:00
48464,Supernova,14.34,11,01:56:02,-85:45:06
48465,Variable_Star,15.53,33,02:41:01,-44:53:07
48466,Variable_Star,15.58,9,06:23:15,+54:47:03
48467,Quasar,15.58,13,22:44:21,-78:48:18
48468,GRB,20.35,6,05:14:25,+10:22:06
48469,Variable_Star,18.26,100,16:06:21,+52:23:44
48470,GRB,14.05,54,02:08:53,-46:06:38
48471,Ruido,13.70,45,21:16:16,+87:30:31
48472,Variable_Star,12.65,90,12:38:31,+00:20:38
48473,Quasar,13.37,3,14:11:14,-66:18:23
48474,GRB,17.51,49,16:09:39,-69:04:56
48475,Variable_Star,12.63,45,22:28:30,+59:58:09
48476,Supernova,16.76,50,23:19:38,-87:55:49
48477,Supernova,12.60,13,15:05:40,-66:45:50
48478,Ruido,20.83,93,17:17:59,-57:13:27
48479,Ruido,12.48,43,20:24:54,-26:23:13
48480,Quasar,16.11,15,19:40:13,+81:19:18
48481,Ruido,16.57,7,11:15:57,-18:59:14
48482,Supernova,13.75,46,20:52:30,-42:43:54
48483,GRB,12.90,30,09:05:42,+11:54:22
48484,Ruido,20.68,70,02:30:09,-61:59:24
48485,GRB,15.86,40,08:46:34,+57:36:27
48486,Supernova,20.85,18,05:03:16,+05:28:21
48487,Supernova,12.32,27,14:48:08,-32:54:38
48488,Variable_Star,12.72,63,21:11:01,-37:33:47
48489,Quasar,15.71,41,07:41:17,+01:55:21
48490,Ruido,16.63,82,03:42:51,-16:19:40
48491,Variable_Star,18.55,58,04:08:38,+60:02:50
48492,Quasar,15.33,39,15:12:45,-81:31:27
48493,Supernova,12.40,39,16:49:51,+03:57:33
48494,Supernova,15.75,89,00:55:32,+20:08:40
48495,Supernova,21.74,72,02:49:02,-03:28:15
48496,Supernova,17.25,79,16:52:49,-74:34:38
48497,Quasar,12.89,61,11:27:58,-22:29:54
48498,Quasar,13.10,5,14:22:01,-34:27:51
48499,Supernova,21.50,32,14:11:50,-18:53:43
